arpe
0.24581939799331104
0.24873949579831908
0.24783216783216724
0.24394319131161174
0.2456140350877186
0.27110157367668036
0.3169694626981056
0.3634535777646353
0.4024283526580609
0.44129968325329466
0.4733218588640269
0.5087243468040854
0.5477586206896546
0.5856294340867846
0.6290348227063126
0.6791113853748844
0.7317806160781369
0.7902905479955867
0.8474307159353349
0.9072589228695094
0.9663471629468968
1.0269785413647965
1.096027846027846
1.167195410057374
1.236590742101395
1.3019154557463664
1.3696291936433187
1.4373664789279472
1.5045183618534896
1.5767716535433065
1.648539778449143
1.7190520735890222
1.7895256916996032
1.8583746101632712
1.928463170657773
1.995975492551656
2.066400666984274
2.1259219920929917
2.1971896955503465
2.2617609478452745
2.3209329110279255
2.3869346733668295
2.4477485131690706
2.5132872633294
2.57941110863261
2.638661504424777
2.6985677440597016
2.751919830074612
2.816770354341356
2.884824066612944
