aav
0.12888025492429733
0.1758947029709816
0.2918198570609093
0.3500546559691429
0.40880564153194426
0.5678252547979354
0.728154593706131
0.8014889001846314
0.8382965952157975
0.9154152005910874
0.8746154338121415
0.919944679737091
1.0134205281734467
1.0109567165374755
1.1326595723628998
1.1864564632164654
1.2284224271774292
1.3703694671392441
1.5858747363090515
1.4873304545879364
1.5807876408100128
1.6949456870555877
1.732930189371109
1.8480311572551726
1.926543564654654
2.011789345741272
2.165864654646546
2.064564654654654
2.206687198798715
2.356489712371516
2.298687132461655
2.368971416871655
2.487564321489954
2.5205347776412963
2.778541177511215
2.792679178714752
2.5269832015037537
2.791829192638397
2.631749927997589
2.6063865184783936
2.9868206322193145
2.9438764095306396
3.0476184606552126
3.125098520517349
3.107319450378418
3.249845412387954
3.2953314781188965
3.365424295420218
3.469845645621261
3.387456214214684
